Colors,Description,Flowers,Image,Misc items,Name,type_id,Used,
"Sage , Ivory",Greenery and flowers  garland for the aisle ,"Seeded Eucalyptus , Silver dollar  , Vendela Roses ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631637158740x762526835906141700.jpeg,,40 ft greenery garland for the aisle floor ,Aisle,3,
"beige , Terracota , Blush , Sage",silver dollar with seeded eucalyptus decor with blush and touch of rust in flowers ,"Silver dollar  , Sweet Escimo , Blush Dahlia Coconut Ice , tofee rose , Blush Bombastic Spray ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631637441498x573514155555130400.jpeg,,Ceremony Arch  greenery and flowers decor ,Arch,0,
Sage,Mix of seeded and silver dollar eucalyptus ,"Seeded Eucalyptus , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631638212695x440197219217119500.png,,6 ft greenery eucalyptus garland ,Garland,0,
Sage,seeded and silver dollar eucalyptus greenery garland ,"Seeded Eucalyptus , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631638315696x320421015151234300.png,,10 ft eucalyptus garland,Garland,3,
"White , Sage",white majolica spray rose with silver dollar ,"Majolica Spray Roses  , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631638777386x364154054172001400.jpeg,,White Roses and greenery Ring Bearer,Kids Arrangement,31,
"White , Sage",white anemones with greenery boutonnières ,"White Anemone , Seeded Eucalyptus",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631638968155x607922972301412600.png,,White anemones boutonnières ,Boutonnieres,32,
"White , White","Set of 3 Budvases with greenery and flowers ranunculus, anemones, eucalyptus greenery. ","White Anemone , White Ranunculus , Seeded Eucalyptus , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639509947407x393649779241127100.png,Budvase,Budvases centerpiece ,Short Arrangement,11,
"White , Sage",white roses with ranunculus with greenery ,"White Ranunculus , White Bombastic , White Snowflake Spray Rose  , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631654237105x971639268472654500.png,,Cake flowers and greenery ,Wedding cake,2,
,,White Ranunculus,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631654438586x145626677764991500.png,,,,0,
"beige , Ivory , White , Sage","Bridal Bouquet with cream colored flowers and touches of greenery , wild style with garden roses, peonies, Dave Austin roses, eucalyptus with long ribbons ","Dave Austin White Garden Rose , White Peonies , Vendela Roses  , Seeded Eucalyptus , olive leaves",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631767573387x678590685293916000.png,,Cream Bridal ,Bridal Bouquet,0,
"Ivory , White , beige , chocolate , Blush , Cream , Ivory , White , Oatmeal","2 Boho Style Centerpieces, with pampas grass, dry ingrediets ferns, bleached itallian ruscus, white an cream roses, king proteas, anthurium ","Bleached Fern  , Pampas Grass , Vendela Roses  , White King Protea , Dry Chrysantemum , Bleached Scabiosa ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631768039475x737735489894667500.png,,2 Boho Arch Centerpiece ,Arch,2,
"White , deep green , Green , White , Ivory , Pale green","White roses, spray roses, stephanotis lilies, touches of itallian ruscus ","Playa Blanca Rose , white stephanotis , White Snowflake Spray Rose  , Itallian Ruscus ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634228582163x807075998277637600.jpeg,,Cascading Bridal Bouquet,Bridal Bouquet,5,
"White , White",white chiffon fabric to cover the wooden arch ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631771097848x766789319896192800.png,"White Chiffon 25 feet , White Chiffon 25 feet",Chiffon fabric for both sides ,Arch,0,
White,White hydrangeas with roses centerpiece ,"White hydrangeas , Playa Blanca Rose , Seeded Eucalyptus",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631771385680x767083303709897500.jpeg,,White hydrangeas Centerpiece without a vase,Tall Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632290450326x244520611097459600.png,,,,0,
"Chocolate , Ivory , Blush , Sage , Dusty Blue  , Burgundy  , White , White , Mauve , Light Dusty blue , Green , Pink peach","If you love Succulents, this bridal is for you! Blush, white and sage colors. ","White dahlias , cafe aulat dahlia , Succulent  , Koko Loko , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639079358011x727963987837220400.png,,Bridal bouquet with succulents and mauve flowers ,Bridal Bouquet,0,
"Sage , deep green",Greenery and touch of flowers for Cocktail tables is a perfect little touch made with a mix of itallian ruscus and silver dollar.,"Italian Ruscus , Silver dollar  , Sweet Escimo",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632369772067x805266978529536500.jpeg,,Greenery Sashes for cocktail Tables ,Cocktail table,8,
"Sage , deep green , Blush",Bud vases Centerpieces for Cocktail tables.,"Sweet Escimo , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632369896182x425611246403747140.jpeg,Budvase,Budvases Cocktail Tables Centerpiece ,Cocktail table,17,
,,"Quicksand Rose , Dave Austin Purity Roses  , Itallian Ruscus  , Dave Austin White Garden Rose",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632455683487x214996719816475940.png,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632456987900x349832974175024800.png,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632457009557x108591927061980180.png,,,,0,
"beige , Ivory , deep green","Mix of Dave Austin Garden roses Purity, Rosa Marie with quicksand touches and deep greenery itallian ruscus and smilax greenery with white astrania. ","White Astrantia  , Dave Austin Purity Roses  , Dave Austin White Garden Rose , Quicksand Rose , Itallian Ruscus  , Smilax Regular ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632457042240x312538990884027260.png,,Beige and cream bridal Bouquet ,Bridal Bouquet,3,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632457907334x273471621367647800.png,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632459123137x718559009946901500.jpeg,,Flower Girl Bouquet,Kids Arrangement,0,
"beige , Ivory , Blush","Boho Centerpieces with pampas grass, roses, touches of orchids ","Pampas Grass , Sweet Escimo , Whte Phialanopsis Orchid",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632459983268x714271475647100300.jpg,,Sweetheart table Arrangement ,Sweetheart Table,0,
,cddvvxcxvc,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1632459123137x718559009946901500.jpeg,,p and f,Garland,0,
,i would like a cascading style bouquet with white and chocolate flowers,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633324026306x206280026770905730.jpg,,,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633324137829x666279793018611300.png,,,Boutonnières,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633324169205x484096177134939260.png,,Grandmothers corsage,Boutonnières,0,
,Test,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633411944251x817489954184547700.jpg,,Joker,Wedding cake,0,
,test,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633412170273x111318051457664600.jpeg,,Test,Bridal Bouquet,0,
,test,,,,test,Bridesmaids Bouquet,0,
,Test,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633412336930x904078758742059500.jpeg,,Test,Boutonnières,0,
,Test,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633412375413x488698468376614000.jpeg,,Test,Bridesmaids Bouquet,0,
"White , Sage , deep green , Green , Dark green",Hanging greenery decor with flowers for the wall or door elements at the venue. Made with Smilax and Itallian ruscus greenery with white flowers with hints of a color you like. ,"Smilax Greenery  , Majolica Spray Roses  , Playa Blanca Rose",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633448804029x433420677389690940.png,,Greenery for the door ,Elevated,3,
"chocolate , beige , deep green , Terracota , Chocolate , White , Sage","More Greenery and flowers circle: smilax greenery Itallian Ruscus, sweet Eskimo roses, cappuccino roses, rust toffee color roses.","Smilax Greenery  , Itallian Ruscus ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633449022696x478682986940774960.png,,Greenery and flowers chandelier,Elevated,1,
"beige , deep green , Terracota , Chocolate , Sage , Green , Christmas Red , White , Burgundy , Sage green , Dark green , Pale green",With burgundy flowers with ivory and greenery seeded eucalyptus an silver dollar,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1636134722125x703796828143823600.png,,Greenery garland 8 ft long ,Garland,2,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633449474603x776540937148977200.png,,Lantern without greenery ,Short Arrangement,0,
"beige , deep green , Terracota , Chocolate , Sage",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634228732991x991989541821778200.jpeg,,Greenery garland for sweetheart table ,Sweetheart Table,0,
"beige , deep green , Terracota , Chocolate , Sage",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634228652151x442814943708842000.jpeg,,welcome table garland ,Garland,2,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633488567869x120927064255274000.png,,,,0,
,,"Quicksand Rose , White Ranunculus , Blush Ranunculus  , Playa Blanca Rose",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633488707910x570422652784585300.png,,,,0,
White,White chiffon Ceiling Drape ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633501792819x483283540392865500.png,White Chiffon 50 feet,Chiffon Drape for ceiling ,Elevated,1,
"Mauve  , Ivory , White , Sage , deep green , Blush , Green , Cream , Pale Pink , White , Dark green","   Wild Mix of garden roses, spray roses, ranunculus, peonies, Astilbe, Astrania, darker colors greenery - camelia and itallian ruscus, butterfly ranunculus 
","White wax flower , White Astrantia  , White Ranunculus , White Peonies , Playa Blanca Rose , White Tibet , Camelia Greenery",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634227893026x361058183973289150.jpeg,,Wild Bridal Bouquet ,Bridal Bouquet,12,
"beige , chocolate , Blush , Sage , Green , Cream , Light Beige , Baby pink , Pale Pink , Peach , Ivory , Sage green , Dark green , Pale green , Oatmeal , Blush pink , Pale apricot",Arch boho centerpiece ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633502429928x895338726099095700.jpeg,,Flowers Arch centerpiece ,Arch,0,
"Mauve  , beige , Sage , Blush , Champagne , Cream , Light Beige , Pale Pink , White , Ivory , Sage green , Oatmeal , Pale green , Pale apricot , Blush pink",smaller version of bridal bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633551238493x630389446556292200.jpeg,,Bridesmaids Bouquet for boho ,Bridesmaids Bouquet,3,
"Cream , Natural Green , Terracota , Navy Blue , Champagne , Cream , Light Beige , Pale Pink , Milk Chocolate , Light Terracotta , Orange , Light Dusty blue , Pale green , Pale apricot , Blush pink , Baby blue",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634227097765x123762748613385200.jpeg,,Bridal bouquet,Bridal Bouquet,2,
"Terracota , Cream , Natural Green , beige , dusty pink  , Green , Cream , Light Beige , Baby pink , Christmas Red , Pale Pink , Wine Red , Dark Terracotta , Light Terracotta , White , Orange , Sage green , Pale green , Blush pink","Smaller version of the bridal bouquet. Blush, white, terracotta, burgundy roses, greenery.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633553338161x954753868378404500.png,,Bridesmaids bouquet,Bridesmaids Bouquet,5,
"Apricot , Terracota , Ivory , Cream , Natural Green , Soft Yellow , Green , Champagne , Cream , Light Beige , Wine Red , Mustard Yellow , Light Terracotta , Dark Terracotta , Orange , Coral  , Burgundy , Ivory , Dark green , Pale green","Ivory ranunculus, seeded eucalyptus.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633553491122x728312707307835500.png,,Groom boutonniere,Boutonnieres,4,
"Natural Green , Blush , White , Cream , Ivory , Sage green , Dark green , Pale green , Blush pink , Sage , Milk Chocolate , Blush",2 small centerpieces with white flowers and greenery. No chiffon,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633553655573x753495361240016400.png,,Wooden Arch With 2 Small Centrepieces,Arch,3,
"Light blue , Blue , Pink , dusty pink  , Natural Green , White , Baby pink , Green , Cream , Pale Pink , Baby blue , Light Dusty blue , Pale green","White roses, pink roses, dusty pink roses, delphinium, greenery, golden compote vase",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633634715261x135923507935078020.png,,Short centerpiece in a compote vase,Short Arrangement,0,
"Natural Green , deep green , Sage , Green , Sage green , Dark green , Pale green","Eucalyptus, seeded eucalyptus",Seeded Eucalyptus,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634228464225x531183835896698100.png,,Greenery garland 8 ft long,Garland,6,
"Natural Green , White , Green , White , Sage green , Dark green , Pale green","Eucalyptus, roses",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633635280602x237815956481605380.png,,Greenery garland with flowers,Sweetheart Table,6,
"Pink , Natural Green , dusty pink  , White , Blush , Green , Baby pink , Pale Pink , Sage green , White , Dark green , Pale green , Blush pink","No chiffon, white and blush flowers, greenery, rectangular arch structure",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633635718106x591500624374174300.png,,Wooden rectangular arch with flower and greenery centerpieces,Arch,0,
"Cream , dusty pink  , Natural Green , Ivory , White , Green , Champagne , Light Beige , Pale Pink , White , Ivory , Pale green , Dark green","White roses, ivory roses, ranunculus, white stock flowers.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633637229308x891156691264740000.png,,Bridesmaid Bouquet,Bridesmaids Bouquet,42,
"Pink , dusty pink  , White , Blush , Green , Pale Pink , White , Sage green , Dark green , Blush pink","White roses, blush roses, greenery",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633637483396x112119462864364020.png,,Aisle chairs flowers,Aisle Chairs,9,
"dusty pink  , Pink , Natural Green , White , Green , Champagne , Cream , Light Beige , Pale Pink , White , Ivory , Blush pink , Dark green , Sage green","Smaller version of the bridal bouquet. White roses, blush roses, white ranunculus, greenery",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633637793889x249078597663048740.png,,Toss bouquet,Bridesmaids Bouquet,3,
"White , Natural Green , Green , White , Sage green , Dark green , Pale green","White roses, greenery",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633638084687x876022333691736700.png,,Short centerpiece in a golden compote vase,Short Arrangement,7,
"Natural Green , White",White roses and greenery,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1638302331238x497341819566001540.png,,Cicle arch with 2 centrepieces with flowers and greenery,Arch,0,
White,Flower girl basket with rose petals,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633972458116x386530352873839500.png,,Flower girl basket with petals,Kids Arrangement,5,
"Natural Green , Green , Sage green , Dark green , Pale green",Seeded Eucalyptus greenery stems per one table 4-5 stems  of greenery ,Seeded Eucalyptus,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633986769236x734186913822753000.png,,Loose Greenery Stems ,Short Arrangement,5,
White,Clear Votive Candle with 5 hrs Votive ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633987115898x614528826782276200.png,,Votive Candle ,Short Arrangement,3,
"chocolate , Blush , Ivory , Pink , dusty pink  , Mauve  , Chocolate , Terracota , beige , Cream , Light Beige , Pale Pink , Bright blush pink , Pale green , Blush pink , Oatmeal",,"Playa Blanca Rose , Pampas Grass , Quicksand Rose , Bunny Tails Grass , Bleached Fern  , Blush Ranunculus  , Bleached Scabiosa  , Bleached babies breath  , Anthurium , Peach lisianthus ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1633502325566x107577985430022720.jpeg,,Boho Bridal with hints of color ,Bridal Bouquet,1,
"White , Natural Green , Sage , Green , White , Sage green , Dark green","Garden Style Bouquet with greenery and white flowers : ranunculus, garden roses, spray roses, peonies, astilbe, veronicas white, silver dollar eucalyptus, seeded eucalyptus. A beautiful mix for a garden, classic wedding theme. ","White Ranunculus , Dave Austin White Garden Rose , White Peonies , White Astilbe  , Seeded Eucalyptus , Silver dollar ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634056917956x528240736567713100.png,,Garden Style Bouquet ,Bridal Bouquet,0,
"Coral , Sage , Natural Green , White , Peach , Coral pink , Coral  , Peach , Sage green , Orange , Pale apricot , Pale green , Yellow",Wildflowers spring vibe bridal bouquet,"Silver dollar  , Peach Ran unculus  , Garden Juliet Peach Rose , Seeded Eucalyptus , White Astilbe  , Vendela Roses  , Coral roses  , Coral Spray Rose",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639079476720x634495760405499500.png,,Wildflowers spring vibe Bridal Bouquet ,Bridal Bouquet,4,
"Coral , Sage , Baby pink , Green , Pale Pink , Coral  , Peach , Coral pink , Pale green , Dark green , Blush pink",Coral Ranunculus with seeded eucalyptus greenery ,"Peach Ran unculus  , Seeded Eucalyptus",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634058130987x926606280501285800.png,,Coral Boutonnière ,Boutonnieres,22,
"White , Green , Baby pink , White , Pale Pink , Peach , Sage green , Dark green , Pale green , Blush pink",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1631771097848x766789319896192800.png,"White Chiffon 25 feet , White Chiffon 25 feet",Chiffon Fabric Design (Fabric Provided by you)n ,Arch,0,
"Pink , Blush , Sage , Chocolate , Peach , Mauve  , Lavender  , Champagne , Pale Pink , Mauve , Green , Peach , Baby pink , Blush pink",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634148189707x908350366777413400.png,,,,0,
"Blush , Sage , Cream , Baby pink , Pale green , Mauve , Pale Pink , Green","White roses, ivory roses, blush roses, ivory ranunculus, garden roses, white stock flowers, greenery, golden compote vase",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634148344913x487368677002767900.png,,Chic ,Short Arrangement,9,
"Sage , Blush , Ivory , Champagne , Cream , Light Beige , Sage green , Dark green , Pale apricot",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634148415675x953278728007551600.png,,,Short Arrangement,0,
"Light Dusty blue , Dark dusty blue , Ivory , White , Sage green","Baby Blue and white Flowers - peonies, garden roses, baby blue delphinium, ranunculus, astilbe, itallian pit greenery with camelia greenery , sweet peas. ","White Astilbe  , White Astrantia  , Blue Delphinium , Blue Thistle  , White Ranunculus , White Anemone , Italian Ruscus , White Scabiosa ",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639079216583x670297974949748000.png,,Baby Blue and white bridal Bouquet ,Bridal Bouquet,3,
"Blush pink , Pale Pink , Cream , Sage green , Baby blue",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634191578214x976433713958106800.jpeg,,Dusty blue and blush Bridal bouquet with no white ,Bridal Bouquet,0,
